invoice,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue
568166,21209,MULTICOLOUR HONEYCOMB FAN,2,2011-09-25 12:45:00,0.39,14800,United Kingdom,0.78
577598,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-11-21 08:19:00,8.5,13430,United Kingdom,17.0
539484,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-12-19 15:44:00,1.95,15640,United Kingdom,1.95
577092,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-17 16:35:00,4.95,15136,United Kingdom,14.85
560828,22208,WOOD STAMP SET THANK YOU,12,2011-07-21 11:55:00,0.83,14298,United Kingdom,9.96
564846,22386,JUMBO BAG PINK POLKADOT,1,2011-08-30 15:16:00,2.08,14507,United Kingdom,2.08
558315,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2011-06-28 11:44:00,2.55,15065,United Kingdom,15.3
581427,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-12-08 15:36:00,4.95,13890,United Kingdom,14.85
578942,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-11-27 13:29:00,2.1,17288,United Kingdom,2.1
565432,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-09-04 13:16:00,1.25,16241,United Kingdom,1.25
544087,22926,IVORY GIANT GARDEN THERMOMETER,1,2011-02-15 17:02:00,5.95,17530,United Kingdom,5.95
561195,84927D,LA PALMIERA TILE HOOK,5,2011-07-25 13:57:00,0.39,14796,United Kingdom,1.95
567128,85014B,RED RETROSPOT UMBRELLA,2,2011-09-16 14:04:00,5.95,18055,United Kingdom,11.9
573130,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-27 16:41:00,1.25,13969,United Kingdom,15.0
576609,20675,BLUE POLKADOT BOWL,3,2011-11-15 16:08:00,1.25,15556,United Kingdom,3.75
573870,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-01 12:25:00,2.95,14485,United Kingdom,2.95
579196,48138,DOORMAT UNION FLAG,1,2011-11-28 15:54:00,15.79,14096,United Kingdom,15.79
576834,21914,BLUE HARMONICA IN BOX ,12,2011-11-16 15:10:00,1.25,13458,United Kingdom,15.0
553210,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",6,2011-05-16 09:40:00,2.55,14016,EIRE,15.3
560868,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-07-21 14:14:00,1.25,14866,United Kingdom,1.25
576593,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-11-15 14:48:00,1.25,15720,United Kingdom,1.25
538199,22367,CHILDRENS APRON SPACEBOY DESIGN,6,2010-12-10 11:02:00,1.95,14082,United Kingdom,11.7
560120,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-15 10:27:00,4.95,14907,United Kingdom,19.8
574062,22585,PACK OF 6 BIRDY GIFT TAGS,36,2011-11-02 14:30:00,1.25,17675,United Kingdom,45.0
538307,22729,ALARM CLOCK BAKELIKE ORANGE,1,2010-12-10 13:27:00,3.75,14667,United Kingdom,3.75
549646,47566,PARTY BUNTING,4,2011-04-11 11:51:00,4.95,12982,United Kingdom,19.8
577743,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-11-21 13:44:00,4.25,17006,United Kingdom,12.75
542578,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-01-28 14:57:00,1.25,13709,United Kingdom,15.0
551739,21385,IVORY HANGING DECORATION  HEART,1,2011-05-04 10:58:00,0.85,18118,United Kingdom,0.85
570703,23183,MOTHER'S KITCHEN SPOON REST ,6,2011-10-12 09:50:00,3.75,14911,EIRE,22.5
574363,23543,WALL ART KEEP CALM ,60,2011-11-04 10:57:00,6.98,18102,United Kingdom,418.8
570282,23118,PARISIENNE JEWELLERY DRAWER ,6,2011-10-10 11:20:00,7.5,13473,United Kingdom,45.0
555091,22384,LUNCH BAG PINK POLKADOT,2,2011-05-31 12:50:00,1.65,12748,United Kingdom,3.3
539416,22023,EMPIRE BIRTHDAY CARD,24,2010-12-17 13:56:00,0.42,17888,United Kingdom,10.08
561352,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-07-26 14:41:00,2.95,18094,United Kingdom,35.4
537081,22750,FELTCRAFT PRINCESS LOLA DOLL,16,2010-12-05 12:00:00,3.75,15332,Lithuania,60.0
555400,23064,CINDERELLA CHANDELIER ,1,2011-06-02 17:50:00,49.95,14088,United Kingdom,49.95
562162,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-08-03 12:03:00,0.95,12841,United Kingdom,0.95
579196,23263,SET OF 3 WOODEN HEART DECORATIONS,3,2011-11-28 15:54:00,2.5,14096,United Kingdom,7.5
568728,22555,PLASTERS IN TIN STRONGMAN,24,2011-09-28 16:42:00,1.65,17513,United Kingdom,39.6
580716,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-12-05 16:48:00,0.85,12367,Denmark,10.2
540458,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-01-07 12:28:00,2.1,12501,Germany,12.6
552271,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-08 12:00:00,5.45,13069,United Kingdom,16.35
578074,20726,LUNCH BAG WOODLAND,2,2011-11-22 16:06:00,1.65,17590,United Kingdom,3.3
548354,22303,COFFEE MUG APPLES DESIGN,36,2011-03-30 15:06:00,2.1,15981,United Kingdom,75.6
552321,20711,JUMBO BAG TOYS ,10,2011-05-09 09:15:00,2.08,17049,United Kingdom,20.8
554108,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-05-22 14:29:00,0.95,13668,United Kingdom,11.4
572541,21534,DAIRY MAID LARGE MILK JUG,1,2011-10-24 16:20:00,4.95,17315,United Kingdom,4.95
544970,22430,ENAMEL WATERING CAN CREAM,4,2011-02-25 11:33:00,4.95,13362,United Kingdom,19.8
573399,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-10-30 15:35:00,4.95,13949,United Kingdom,14.85
578936,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-27 13:00:00,1.65,16923,United Kingdom,16.5
565839,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,2011-09-07 11:46:00,2.95,13186,United Kingdom,35.4
544095,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-02-16 09:25:00,4.95,16509,United Kingdom,29.7
564061,22386,JUMBO BAG PINK POLKADOT,2,2011-08-22 14:38:00,2.08,14505,United Kingdom,4.16
580752,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-12-06 09:56:00,1.25,12478,Greece,15.0
576592,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7,2011-11-15 14:47:00,2.95,13614,United Kingdom,20.65
557484,82600,NO SINGING METAL SIGN,2,2011-06-20 14:36:00,2.1,14796,United Kingdom,4.2
559894,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,2011-07-13 12:06:00,0.42,14159,United Kingdom,5.04
544637,22251,BIRDHOUSE DECORATION MAGIC GARDEN,24,2011-02-22 11:20:00,1.25,16546,United Kingdom,30.0
549550,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-04-10 11:45:00,2.95,15038,United Kingdom,2.95
538638,21817,GLITTER CHRISTMAS TREE,3,2010-12-13 14:16:00,0.85,17231,United Kingdom,2.55
563558,20713,JUMBO BAG OWLS,10,2011-08-17 13:40:00,2.08,14156,EIRE,20.8
574029,84991,60 TEATIME FAIRY CAKE CASES,24,2011-11-02 12:34:00,0.55,12955,United Kingdom,13.2
544685,21868,POTTING SHED TEA MUG,12,2011-02-22 17:13:00,1.25,13285,United Kingdom,15.0
547327,22990,COTTON APRON PANTRY DESIGN,2,2011-03-22 11:28:00,4.95,12681,France,9.9
576381,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-11-15 09:26:00,1.65,12839,United Kingdom,19.8
573893,23041,PAPER LANTERN 9 POINT SNOW STAR,8,2011-11-01 13:57:00,4.15,18270,United Kingdom,33.2
568060,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-23 13:11:00,1.65,14546,United Kingdom,3.3
547382,47599A,PINK PARTY BAGS,3,2011-03-22 15:31:00,2.1,15457,United Kingdom,6.3
548388,22444,GROW YOUR OWN PLANT IN A CAN ,24,2011-03-30 16:52:00,1.25,13268,United Kingdom,30.0
545052,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-02-27 12:27:00,12.75,13971,United Kingdom,25.5
544717,22991,GIRAFFE WOODEN RULER,12,2011-02-23 10:44:00,1.95,18172,United Kingdom,23.4
545980,22777,GLASS CLOCHE LARGE,1,2011-03-08 12:49:00,8.5,14730,United Kingdom,8.5
557952,21755,LOVE BUILDING BLOCK WORD,4,2011-06-23 18:33:00,5.95,14584,United Kingdom,23.8
573248,22560,TRADITIONAL MODELLING CLAY,1,2011-10-28 12:09:00,1.25,14498,United Kingdom,1.25
570214,22082,RIBBON REEL STRIPES DESIGN ,5,2011-10-09 11:50:00,1.65,12748,United Kingdom,8.25
568987,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-09-29 15:58:00,0.85,12709,Germany,10.2
548655,47559B,TEA TIME OVEN GLOVE,10,2011-04-01 13:47:00,1.25,15605,United Kingdom,12.5
554057,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-05-20 15:52:00,2.1,17867,United Kingdom,2.1
568198,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2011-09-25 14:52:00,1.65,16771,United Kingdom,9.9
572215,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-10-21 12:52:00,1.25,12646,USA,60.0
557864,21498,RED RETROSPOT WRAP ,25,2011-06-23 12:19:00,0.42,15253,United Kingdom,10.5
568082,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-09-23 14:38:00,2.95,14944,United Kingdom,35.4
542152,85099F,JUMBO BAG STRAWBERRY,10,2011-01-26 10:33:00,1.95,13534,United Kingdom,19.5
547374,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2011-03-22 13:54:00,0.42,16110,United Kingdom,0.42
545058,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-02-27 13:03:00,3.75,13767,United Kingdom,30.0
564057,22624,IVORY KITCHEN SCALES,2,2011-08-22 14:20:00,8.5,15296,United Kingdom,17.0
571670,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-10-18 13:12:00,2.1,12611,Italy,25.2
569824,23319,BOX OF 6 MINI 50'S CRACKERS,3,2011-10-06 12:22:00,2.49,17295,United Kingdom,7.47
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2010-12-01 09:41:00,2.95,15311,United Kingdom,2.95
536633,22918,HERB MARKER PARSLEY,2,2010-12-02 11:20:00,0.65,14901,United Kingdom,1.3
552826,23079,TOADSTOOL BEDSIDE LIGHT ,4,2011-05-11 13:20:00,8.95,14277,France,35.8
543022,22508,DOORSTOP RETROSPOT HEART,2,2011-02-02 14:37:00,3.75,16771,United Kingdom,7.5
576052,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,2011-11-13 14:48:00,1.65,15787,United Kingdom,4.95
580644,21248,DOOR HANGER  MUM + DADS ROOM,2,2011-12-05 13:10:00,1.45,16904,United Kingdom,2.9
577357,23012,GLASS APOTHECARY BOTTLE PERFUME,12,2011-11-18 15:54:00,3.45,13098,United Kingdom,41.4
569005,21499,BLUE POLKADOT WRAP,25,2011-09-29 18:30:00,0.42,16268,United Kingdom,10.5
550633,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-04-19 14:57:00,2.95,17449,United Kingdom,2.95
569653,84997B,CHILDRENS CUTLERY RETROSPOT RED ,12,2011-10-05 12:52:00,4.15,12451,Switzerland,49.8
575368,23083,SET 6 PAPER TABLE LANTERN STARS ,1,2011-11-09 15:07:00,3.75,14482,United Kingdom,3.75
543306,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-02-07 11:56:00,2.1,16686,United Kingdom,2.1
571046,22970,LONDON BUS COFFEE MUG,1,2011-10-13 13:35:00,2.55,18096,United Kingdom,2.55
571475,22906,12 MESSAGE CARDS WITH ENVELOPES,5,2011-10-17 14:42:00,1.65,15033,United Kingdom,8.25
578270,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,8,2011-11-23 13:39:00,2.46,14096,United Kingdom,19.68
572331,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-10-24 10:18:00,4.15,16491,United Kingdom,16.6
581412,23681,LUNCH BAG RED VINTAGE DOILY,4,2011-12-08 14:38:00,1.65,14415,United Kingdom,6.6
564436,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,2011-08-25 12:06:00,0.42,17841,United Kingdom,1.26
580613,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-12-05 12:03:00,1.25,14759,United Kingdom,15.0
566564,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,6,2011-09-13 12:26:00,0.85,15522,United Kingdom,5.1
562101,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-08-02 14:04:00,0.85,13850,United Kingdom,8.5
537144,72051S,BAG OF SILVER STONES,4,2010-12-05 13:00:00,0.42,15880,United Kingdom,1.68
557466,22960,JAM MAKING SET WITH JARS,12,2011-06-20 13:08:00,3.75,13815,Germany,45.0
563428,21062,PARTY INVITES SPACEMAN,12,2011-08-16 11:44:00,0.85,13159,United Kingdom,10.2
568901,22189,CREAM HEART CARD HOLDER,8,2011-09-29 13:22:00,3.95,15050,United Kingdom,31.6
557776,23033,DRAWER KNOB CERAMIC RED,6,2011-06-22 15:07:00,1.45,14422,United Kingdom,8.7
569691,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-10-05 15:09:00,3.75,18223,United Kingdom,15.0
537140,22867,HAND WARMER BIRD DESIGN,1,2010-12-05 12:53:00,2.1,12748,United Kingdom,2.1
555284,22439,6 ROCKET BALLOONS ,24,2011-06-02 09:37:00,0.55,14298,United Kingdom,13.2
542425,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-01-28 09:20:00,4.95,12574,France,14.85
565207,22409,MONEY BOX BISCUITS DESIGN,2,2011-09-01 16:46:00,1.25,16764,United Kingdom,2.5
552005,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-05-05 16:34:00,2.1,15491,United Kingdom,25.2
559032,21495,SKULLS AND CROSSBONES WRAP,25,2011-07-05 14:53:00,0.42,17511,United Kingdom,10.5
536569,84870B,BLUE GEISHA GIRL ,1,2010-12-01 15:35:00,3.75,16274,United Kingdom,3.75
541841,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-23 11:53:00,3.75,14450,United Kingdom,15.0
566973,22840,ROUND CAKE TIN VINTAGE RED,2,2011-09-16 09:21:00,7.95,15152,United Kingdom,15.9
547079,22605,WOODEN CROQUET GARDEN SET,1,2011-03-20 15:02:00,14.95,15408,United Kingdom,14.95
546678,POST,POSTAGE,3,2011-03-15 16:39:00,18.0,12681,France,54.0
562619,22409,MONEY BOX BISCUITS DESIGN,2,2011-08-08 12:34:00,1.25,15311,United Kingdom,2.5
539087,22837,HOT WATER BOTTLE BABUSHKA ,36,2010-12-16 09:44:00,4.25,13093,United Kingdom,153.0
569105,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-30 12:35:00,3.75,16729,United Kingdom,15.0
557748,23201,JUMBO BAG ALPHABET,1,2011-06-22 12:32:00,2.08,14527,United Kingdom,2.08
564850,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-08-30 16:43:00,0.42,17298,United Kingdom,0.84
569371,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-10-03 15:52:00,1.25,14651,United Kingdom,1.25
565129,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-09-01 12:41:00,7.95,15719,United Kingdom,15.9
572904,22151,PLACE SETTING WHITE HEART,48,2011-10-26 15:31:00,0.42,17175,United Kingdom,20.16
550331,20725,LUNCH BAG RED RETROSPOT,2,2011-04-17 13:43:00,1.65,15555,United Kingdom,3.3
543600,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2011-02-10 13:19:00,1.45,18168,United Kingdom,5.8
545074,22297,HEART IVORY TRELLIS SMALL,24,2011-02-28 09:28:00,1.25,17655,United Kingdom,30.0
557846,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-06-23 10:44:00,0.42,17365,United Kingdom,5.04
547794,23154,SET OF 4 JAM JAR MAGNETS,4,2011-03-25 12:13:00,2.08,14085,United Kingdom,8.32
555471,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-06-03 11:42:00,1.65,16117,United Kingdom,4.95
539018,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-15 14:00:00,2.1,16134,United Kingdom,12.6
562269,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-08-03 16:35:00,7.95,14056,United Kingdom,7.95
538816,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-14 12:35:00,4.65,16812,United Kingdom,18.6
567300,23389,SPACEBOY MINI BACKPACK,4,2011-09-19 12:36:00,4.15,12724,France,16.6
569699,23505,PLAYING CARDS I LOVE LONDON ,3,2011-10-05 15:52:00,1.25,12723,France,3.75
576060,23301,GARDENERS KNEELING PAD KEEP CALM ,10,2011-11-13 15:25:00,1.65,13681,United Kingdom,16.5
567474,23244,ROUND STORAGE TIN VINTAGE LEAF,2,2011-09-20 12:53:00,1.95,13448,United Kingdom,3.9
571629,20996,JAZZ HEARTS ADDRESS BOOK,24,2011-10-18 11:18:00,0.19,13362,United Kingdom,4.56
550798,22894,TABLECLOTH RED APPLES DESIGN ,6,2011-04-20 14:41:00,9.95,15290,United Kingdom,59.7
555368,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-06-02 14:30:00,0.55,13437,United Kingdom,13.2
539089,20828,GLITTER BUTTERFLY CLIPS,6,2010-12-16 09:46:00,2.55,15246,United Kingdom,15.3
566914,22082,RIBBON REEL STRIPES DESIGN ,5,2011-09-15 14:08:00,1.65,15466,United Kingdom,8.25
578818,85177,BASKET OF FLOWERS SEWING KIT,3,2011-11-25 13:47:00,0.85,17920,United Kingdom,2.55
559526,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-07-10 11:19:00,4.65,15756,United Kingdom,4.65
573401,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-10-30 15:43:00,0.85,12364,Belgium,10.2
571201,23127,FELTCRAFT GIRL NICOLE KIT,12,2011-10-14 12:28:00,4.15,14937,Channel Islands,49.8
574619,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,2011-11-06 11:18:00,0.65,15952,United Kingdom,1.95
550911,21156,RETROSPOT CHILDRENS APRON,8,2011-04-21 13:11:00,1.95,12354,Spain,15.6
559876,20718,RED RETROSPOT SHOPPER BAG,2,2011-07-13 11:09:00,1.25,15752,United Kingdom,2.5
575766,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-11-11 11:06:00,0.83,12856,United Kingdom,2.49
538517,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-12 16:05:00,4.25,17618,United Kingdom,4.25
578233,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-11-23 12:20:00,4.25,14049,United Kingdom,8.5
565730,82583,HOT BATHS METAL SIGN,2,2011-09-06 12:02:00,2.1,14715,United Kingdom,4.2
570513,23019,SMALL APOTHECARY MEASURING JAR ,6,2011-10-11 10:33:00,7.45,14952,United Kingdom,44.7
545945,22727,ALARM CLOCK BAKELIKE RED ,2,2011-03-08 12:07:00,3.75,16710,United Kingdom,7.5
551301,22192,BLUE DINER WALL CLOCK,4,2011-04-27 14:49:00,8.5,17675,United Kingdom,34.0
548701,22522,CHILDS GARDEN FORK BLUE ,12,2011-04-03 11:36:00,0.85,17629,United Kingdom,10.2
563638,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-08-18 10:36:00,2.55,15311,United Kingdom,5.1
